u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,rule,lts,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
3824639642,3824639635,0,379094486,,,track,,"LINESTRING (780887.4082758595 5114894.24728292, 780901.6521951298 5114886.115605957, 780918.9463238472 5114878.145977511, 780935.5013125979 5114869.752857591, 780968.0051064244 5114858.427726486, 781011.8954202398 5114842.380780752, 781047.7828139367 5114831.044122582, 781079.105704829 5114819.654279126, 781103.0127296674 5114811.309148874, 781110.6835413378 5114810.135554651, 781115.6425877027 5114809.015773561, 781118.925540797 5114811.1925754165, 781122.6106387108 5114819.4555322025, 781126.4040560508 5114836.329594387, 781130.9773595635 5114854.764699422, 781134.5775412708 5114861.164492412, 781139.6450695299 5114864.9372816635, 781144.5730875377 5114864.662244784, 781151.2700556673 5114862.442043104, 781157.0405635589 5114862.1945150085, 781161.4900463687 5114864.758838955, 781162.4477352251 5114869.701464373, 781167.0211233867 5114884.418047325)",349.719,m15,2,2.2596139907836914,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3824639642,5018109350,0,379094489,,,track,,"LINESTRING (780887.4082758595 5114894.24728292, 780896.7622966401 5114909.383026644, 780914.2118859803 5114933.328811645, 780920.4049451712 5114944.467622633, 780936.0644187259 5114965.581518464, 780948.0211597572 5114981.515761316, 780951.568413649 5114985.018330025, 780953.9085006914 5114986.316836957, 780956.8124346221 5114985.614904518, 780988.5124958054 5114971.547680757)",151.434,m15,2,5.775399208068848,5-8: medium,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3824639642,3824639630,0,379094489,,,track,,"LINESTRING (780887.4082758595 5114894.24728292, 780878.2073001333 5114886.076934304, 780867.1351562706 5114874.480870386, 780857.3998954187 5114864.961210912, 780851.2494157336 5114863.365738891, 780844.7994224994 5114863.070292708, 780841.1029965746 5114860.117634062)",59.359,m15,2,6.274448394775391,5-8: medium,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3824639672,1894585954,0,379094489,,,track,,"LINESTRING (780683.8626876918 5115142.874477741, 780681.223699088 5115146.583533366)",4.547,m15,2,2.2373785972595215,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3824639672,481334639,0,379094484,,,track,,"LINESTRING (780683.8626876918 5115142.874477741, 780689.9113814486 5115144.320410596, 780697.246351148 5115150.300853472, 780706.9491051793 5115162.045468378, 780711.0322454029 5115172.608720461, 780715.5870281716 5115187.74711933, 780720.9801579871 5115204.861117696, 780723.824496057 5115224.051686439, 780731.1278400894 5115267.906458946, 780734.8832000246 5115285.624620517, 780741.0298605863 5115308.08377828, 780745.767995921 5115340.5096131675, 780746.1327326223 5115354.854970186)",228.22199999999998,m15,2,2.086745262145996,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3824639672,3824639630,0,379094489,,,track,,"LINESTRING (780683.8626876918 5115142.874477741, 780687.35538873 5115137.256170767, 780692.2858500988 5115126.270611594, 780697.3583790741 5115106.941538619, 780703.6189199017 5115090.405668286, 780708.1142802781 5115078.442726735, 780713.6327200943 5115059.857746308, 780718.796376448 5115041.245390766, 780722.35952822 5115026.144697236, 780728.463386962 5115015.569150965, 780738.0030983128 5115000.619655511, 780754.0350686896 5114982.504984866, 780772.3955064961 5114963.0719083, 780783.9781137926 5114947.971088946, 780796.6127912346 5114928.153386313, 780808.7651200811 5114905.68613551, 780819.7709944616 5114887.4638755545, 780834.3448281188 5114869.761322382, 780841.1029965746 5114860.117634062)",327.968,m15,2,3.9612081050872803,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3840670257,3840670258,0,380746104,,Via Vittorio Alfieri,track,,"LINESTRING (780672.2232579865 5116389.546647789, 780714.1758144395 5116481.949292361)",101.393,m15,2,1.6743947267532349,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3840670257,912301287,0,77512197,2,Via Vittorio Alfieri,residential,,"LINESTRING (780672.2232579865 5116389.546647789, 780666.0017163686 5116391.733322991, 780630.9349640599 5116398.711275308, 780607.7611516101 5116401.669285477)",65.498,m9,2,1.7733378410339355,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
3840670257,912283315,0,77512197,2,Via Vittorio Alfieri,residential,,"LINESTRING (780672.2232579865 5116389.546647789, 780706.129655678 5116377.661612571, 780747.4231022359 5116361.127392105, 780783.6052098833 5116348.901673466, 780809.686616555 5116342.9601728385)",144.916,m9,2,0.9621071815490723,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
3840670258,3840670257,0,380746104,,Via Vittorio Alfieri,track,,"LINESTRING (780714.1758144395 5116481.949292361, 780672.2232579865 5116389.546647789)",101.393,m15,2,1.6743947267532349,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3840670560,421254211,0,380746105,,Vicolo Cavallotti,track,,"LINESTRING (781468.1643736681 5117718.799648258, 781474.3642596272 5117714.876040927, 781477.1509115981 5117706.598254503, 781472.3677305309 5117701.579913663, 781455.228627004 5117689.981752016, 781439.3287136339 5117677.850497703, 781419.9784335883 5117670.760145339, 781409.7565291116 5117661.684341754, 781400.969692034 5117647.475117428, 781397.1345915941 5117634.784855942, 781397.0081697444 5117628.778073171, 781397.6774637531 5117622.629705069)",139.874,m15,2,5.156029224395752,5-8: medium,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855088294,912300551,0,77512123,,,track,,"LINESTRING (785232.383255979 5110864.3355194265, 784994.8439723244 5110837.159494361)",238.267,m15,2,1.8677390813827515,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855088294,912297073,0,77512123,,,track,,"LINESTRING (785232.383255979 5110864.3355194265, 785300.9241706787 5110872.174421508, 785868.6897193221 5110940.4393772315)",638.64,m15,2,2.006214141845703,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855088294,3855088307,0,382316971,,,track,,"LINESTRING (785232.383255979 5110864.3355194265, 785236.239578732 5110868.868077817, 785235.9048090725 5110879.574548279, 785233.2448293734 5110891.308650817, 785229.747160449 5110906.900727072, 785229.6766503844 5110918.92215147, 785230.9308192254 5110926.941219891, 785237.2324966679 5110935.194810642, 785243.8815182236 5110942.974653295, 785246.4226649328 5110947.802402641, 785246.2115286484 5110952.346392263, 785245.1974909243 5110963.667074301, 785233.4077866168 5111031.515344634, 785224.0168375731 5111075.7485560635)",220.781,m15,2,1.4034968614578247,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855088307,3855088294,0,382316971,,,track,,"LINESTRING (785224.0168375731 5111075.7485560635, 785233.4077866168 5111031.515344634, 785245.1974909243 5110963.667074301, 785246.2115286484 5110952.346392263, 785246.4226649328 5110947.802402641, 785243.8815182236 5110942.974653295, 785237.2324966679 5110935.194810642, 785230.9308192254 5110926.941219891, 785229.6766503844 5110918.92215147, 785229.747160449 5110906.900727072, 785233.2448293734 5110891.308650817, 785235.9048090725 5110879.574548279, 785236.239578732 5110868.868077817, 785232.383255979 5110864.3355194265)",220.78099999999998,m15,2,1.3925328254699707,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855089606,3751714174,0,77512257,,Via Montereale,unclassified,,"LINESTRING (783566.0378722113 5112625.020416295, 783611.0952565245 5112569.674996118, 783679.3940076039 5112485.009110083, 783733.9015521687 5112416.2620383445, 783802.452064777 5112333.423691648, 783860.6342910243 5112262.809989562, 783906.6081206871 5112202.832498751)",541.743,m10,3,2.005851984024048,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3855089606,665371590,0,77512257,,Via Montereale,unclassified,,"LINESTRING (783566.0378722113 5112625.020416295, 783541.9004145841 5112654.667491107, 783476.9253241064 5112735.691552121, 783443.0362478751 5112779.8187412685, 783409.9628488709 5112810.656673518, 783371.5937585635 5112839.635768369, 783288.5398994964 5112904.929553976, 783217.8425053421 5112958.903923433, 783137.1063620811 5113024.217406629, 783041.5171747819 5113097.653252724)",708.7020000000001,m10,3,1.7832854986190796,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3855089606,564874513,0,382316972,,,track,,"LINESTRING (783566.0378722113 5112625.020416295, 783625.9065720118 5112639.099502417, 783705.0299162676 5112654.448026977, 783811.8786506234 5112676.279504566, 783869.9864650348 5112688.063974612, 783956.1595462196 5112706.013302567, 784009.6707280031 5112718.555047823, 784035.0668295724 5112722.491863642, 784043.1321534144 5112722.408755028, 784054.2492079833 5112721.309022338, 784065.412376604 5112723.896745324, 784099.5042209004 5112734.204180501, 784124.5656034242 5112741.855716467, 784171.0405949344 5112751.478898886, 784246.9532863584 5112765.717275047, 784303.7615742411 5112777.445776778, 784361.2038541238 5112789.527088032, 784434.5498410033 5112802.991993556, 784471.4226202402 5112808.921272222, 784496.8120365756 5112812.158302765)",947.3650000000001,m15,2,1.9204809665679932,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855089606,3751714181,0,382316972,,,track,,"LINESTRING (783566.0378722113 5112625.020416295, 783525.3960751494 5112615.159354852, 783463.9738431759 5112604.527776154, 783416.5983416677 5112593.242999666, 783379.7838300203 5112586.020278708, 783375.0873344847 5112581.906568812, 783350.977271646 5112539.542675622, 783334.7447475682 5112509.878820027, 783320.8185870813 5112472.861927792, 783305.0090324186 5112426.984763118, 783287.9656652751 5112372.600219673, 783261.3926453632 5112291.789785915, 783250.9505768458 5112256.782176018, 783243.6491413191 5112224.869989606)",577.654,m15,2,2.320166826248169,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855091957,912287469,0,77512257,,Via Montereale,unclassified,,"LINESTRING (783960.81640981 5112138.649178895, 783977.8485568522 5112121.879312838, 784002.0565921217 5112110.039842518, 784049.8717938042 5112093.325390523, 784140.7556995328 5112064.743655467, 784174.4683535217 5112050.706177242, 784196.7900871378 5112034.460135415, 784207.3343732229 5112023.6809987575)",275.234,m10,3,2.543347120285034,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3855091957,3751714174,0,77512257,,Via Montereale,unclassified,,"LINESTRING (783960.81640981 5112138.649178895, 783950.6652686369 5112148.645241116, 783920.1251477867 5112185.198444296, 783906.6081206871 5112202.832498751)",83.979,m10,3,2.413156270980835,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3855091957,3855091963,0,382317155,,,track,,"LINESTRING (783960.81640981 5112138.649178895, 783951.6281777672 5112138.379891179, 783935.1688259658 5112138.085932653, 783924.4309253546 5112138.5020829225, 783908.5802275597 5112139.950961341, 783898.3366253757 5112142.238235662, 783883.5004468344 5112144.190597543, 783873.5503619076 5112144.98842761, 783866.567157114 5112144.097572178, 783861.5163623344 5112142.115930001)",99.88700000000003,m15,2,4.285104274749756,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855091963,3751714174,0,371606492,,,track,,"LINESTRING (783861.5163623344 5112142.115930001, 783869.3958292867 5112150.251803612, 783894.9880427407 5112186.6630503675, 783906.6081206871 5112202.832498751)",75.629,m15,2,2.315558671951294,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855091963,3751714160,0,371606492,,,track,,"LINESTRING (783861.5163623344 5112142.115930001, 783843.0006635371 5112122.98892933, 783828.9983248378 5112110.094120119)",45.565,m15,2,1.8865911960601807,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3855091963,3855091957,0,382317155,,,track,,"LINESTRING (783861.5163623344 5112142.115930001, 783866.567157114 5112144.097572178, 783873.5503619076 5112144.98842761, 783883.5004468344 5112144.190597543, 783898.3366253757 5112142.238235662, 783908.5802275597 5112139.950961341, 783924.4309253546 5112138.5020829225, 783935.1688259658 5112138.085932653, 783951.6281777672 5112138.379891179, 783960.81640981 5112138.649178895)",99.887,m15,2,4.285104274749756,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3868226364,2078574772,0,197654324,2,Via Zona Industriale,unclassified,50,"LINESTRING (782795.1702162656 5115839.295116427, 782512.1946161527 5115959.349060153, 782498.680977229 5115958.681661854)",320.00199999999995,m10,3,2.4247982501983643,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3868226364,3868226364,0,1026234692,1,Via Zona Industriale,unclassified,50,"LINESTRING (782795.1702162656 5115839.295116427, 782814.6099549392 5115829.6261402145, 782819.7920019771 5115828.028178543, 782821.9992297469 5115827.495400276, 782824.2621616148 5115827.43280921, 782827.8727622727 5115828.35650178, 782830.9409072555 5115830.468741635, 782832.8805054917 5115833.052193411, 782833.9629028745 5115836.097109294, 782834.1384823028 5115838.665966752, 782833.6967008144 5115841.195203444, 782832.659157841 5115843.552211464, 782830.4719201011 5115846.16791351, 782827.5636754557 5115847.9709868105, 782824.540403877 5115848.744451634, 782821.4273586168 5115848.611944393, 782818.614843667 5115847.669410337, 782816.1765036948 5115845.998183169, 782810.8936230686 5115842.904199364, 782808.0114906167 5115841.457441187, 782803.4997505313 5115840.102502636, 782795.1702162656 5115839.295116427)",94.47599999999998,m10,3,4.153463363647461,3-5: mild,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3868226372,318694337,0,179118619,2,Via San Martino,tertiary,,"LINESTRING (782470.705386926 5116381.273418468, 782475.6196451769 5116410.826032802, 782480.6634209603 5116448.144801357, 782479.732397202 5116468.342914787)",87.809,m10,3,1.4215165376663208,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3868226372,912289180,0,179118619,2,Via San Martino,tertiary,,"LINESTRING (782470.705386926 5116381.273418468, 782454.9350546463 5116286.3556892, 782453.9614140976 5116271.881579277, 782456.04167978 5116252.604867735, 782459.4400863294 5116235.793779611, 782468.2433887598 5116194.236706031)",189.685,m10,3,1.2022910118103027,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3910860143,3449572063,0,337892278,,,track,,"LINESTRING (780956.6214283381 5117526.722715976, 780942.9010523031 5117541.780537982)",20.34,m15,2,4.943859100341797,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3910860143,402580123,0,337892278,,,track,,"LINESTRING (780956.6214283381 5117526.722715976, 780975.7844808898 5117505.690935748, 781003.9902750836 5117477.291682748, 781032.2770806063 5117457.75849844, 781046.3558674285 5117438.776034694, 781060.7699964389 5117417.882889373, 781069.5649628243 5117405.460616763)",166.83200000000002,m15,2,4.18917179107666,3-5: mild,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
3927767057,318694398,0,40551685,2,Via Nuova,residential,,"LINESTRING (782817.8321828293 5118105.991219115, 782866.6461802801 5118132.940056325)",55.602,m9,2,0.8842542767524719,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
3927767057,912310141,0,40551685,2,Via Nuova,residential,,"LINESTRING (782817.8321828293 5118105.991219115, 782753.151153433 5118070.282881965, 782723.7721108815 5118053.217012055, 782696.7820134547 5118044.066314318, 782655.0624096529 5118042.75333401, 782614.2947330223 5118048.14253578)",218.54899999999998,m9,2,1.4055755138397217,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
3927767070,912285250,0,77512181,2,Via Marziano Ciotti,secondary,,"LINESTRING (782648.693292507 5118186.808463056, 782641.2615648448 5118157.896318527, 782636.2968979077 5118138.561715155)",49.789,m12,4,2.191723585128784,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
3927767070,912300252,0,77512181,2,Via Marziano Ciotti,secondary,,"LINESTRING (782648.693292507 5118186.808463056, 782652.050910325 5118199.889691902, 782656.9946802563 5118235.601103566, 782673.603133112 5118276.89446003)",94.013,m12,4,1.9545705318450928,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
3960406621,665371540,0,77512163,,Via San Foca,unclassified,,"LINESTRING (784930.778696833 5111168.649200601, 784927.858858603 5111188.165075617)",19.728,m10,3,1.9064044952392578,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3960406621,9029660131,0,77512163,,Via San Foca,unclassified,,"LINESTRING (784930.778696833 5111168.649200601, 784945.5157154596 5111097.140786424)",72.989,m10,3,2.6463558673858643,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3960406625,665371492,0,77512270,,Largo Nazario Sauro,unclassified,,"LINESTRING (784569.2591673123 5111453.106558919, 784572.3464530649 5111440.479121726)",12.995,m10,3,1.3987398147583008,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
3960406625,665371487,0,"[332035211, 77512270]",,"['Via Montereale', 'Largo Nazario Sauro']",unclassified,,"LINESTRING (784569.2591673123 5111453.106558919, 784563.4494065046 5111476.841872173, 784559.9925549768 5111510.9739850275, 784553.0730435606 5111568.504875446, 784548.2262117248 5111580.661056763, 784535.5500194273 5111590.450177038, 784521.7757316367 5111594.354260216, 784506.3169973546 5111594.327968199, 784491.8247795196 5111590.160175508)",190.428,m10,3,3.0380795001983643,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
4007156374,912303399,0,77512075,2,Via Giuseppe Verdi,primary,,"LINESTRING (782803.4393837701 5118332.244134561, 782797.9597721621 5118353.902392305)",22.333,m12,4,1.5567355155944824,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
4007156374,912298174,0,77512075,2,Via Giuseppe Verdi,primary,,"LINESTRING (782803.4393837701 5118332.244134561, 782809.7625986682 5118307.229030461, 782812.7625009561 5118295.710486012)",37.692,m12,4,1.4213449954986572,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
4109186227,2099794439,0,210838904,,,track,,"LINESTRING (782115.7584969646 5119021.412820771, 782118.8004471806 5119025.739236714, 782132.9952359645 5119042.871105101, 782149.2112088819 5119072.209602268, 782161.5243332528 5119102.136534714, 782166.4897452496 5119123.474833368, 782163.6592666858 5119151.156370832, 782164.8378746049 5119164.86059483, 782173.38213534 5119181.220062903, 782184.0775126286 5119195.886157606, 782192.6216703979 5119212.245657105, 782201.8189261805 5119220.140258014, 782210.4518671166 5119229.033166076, 782212.0156430365 5119239.916069837, 782207.7471810135 5119254.148614989, 782207.7965529282 5119269.860549033, 782215.9162513551 5119301.130836326, 782226.0727449306 5119333.0183134135, 782234.7129430529 5119364.067696399, 782236.6042848956 5119379.085190072, 782234.7367296589 5119397.280658083, 782238.7243298128 5119411.6265603965, 782249.034101778 5119440.18106076, 782262.7398335831 5119451.1116010435, 782273.8909934526 5119461.412247659, 782279.8681619223 5119477.397506468, 782290.7768165552 5119487.419800752, 782306.4304635355 5119495.356227139, 782321.4055005176 5119506.601523345, 782331.3874343373 5119519.943554006, 782337.5377469829 5119543.407608644, 782344.2235291309 5119560.962088572, 782353.4196368809 5119579.9350004215, 782355.0856137364 5119599.8298863135, 782364.7711251199 5119619.593624192, 782381.5827236488 5119641.489733497, 782399.267516609 5119655.6882253345, 782418.1223424575 5119661.456833366, 782438.4619072143 5119668.57438102, 782455.9507329589 5119681.483632332, 782467.4983492398 5119688.707807399, 782474.7642705175 5119684.288941127)",812.7839999999998,m15,4,76.6554183959961,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
4109186227,2208780228,0,210838904,,,track,,"LINESTRING (782115.7584969646 5119021.412820771, 782104.0117592108 5119004.705526125, 782084.7294184733 5118980.124748176, 782066.8860544548 5118952.515167745, 782051.6329037827 5118935.846890045, 782037.6570535258 5118919.493562277, 782024.57329241 5118906.276518606, 782011.4306330952 5118894.337167099, 782000.3843411033 5118881.726166088, 781990.1749712039 5118862.1951910835, 781983.0615341964 5118853.884791367)",214.39599999999996,m15,3,50.97235107421875,>20: impossible,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
4146683507,2100239025,0,40551687,,Via Vincenzo Chiaranda,unclassified,,"LINESTRING (782180.3419202173 5117955.577476457, 782183.8017213863 5117961.259161273, 782192.8282328822 5117969.546506661)",18.872,m10,4,25.020416259765625,>20: impossible,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
4146683507,3699842377,0,40551687,,Via Vincenzo Chiaranda,unclassified,,"LINESTRING (782180.3419202173 5117955.577476457, 782169.6952324382 5117938.119312939, 782163.7747262565 5117934.962966087, 782152.4273777338 5117930.866362163, 782081.2963400616 5117931.954697123, 782059.9253104958 5117941.892689221, 782034.4359922255 5117949.3587304475, 782019.4376803543 5117950.282552381, 782005.796829867 5117942.896408675, 781979.3536093181 5117921.504905566)",224.396,m10,4,26.162384033203125,>20: impossible,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
4146683540,1263784788,0,200037518,,Via Chiaranda,unclassified,,"LINESTRING (780260.5930893666 5117973.798364012, 780258.4762224713 5117976.607315619, 780257.7591066749 5117982.642187249, 780258.3459422141 5117989.092988009, 780260.3862102964 5117994.552620977, 780268.5161759432 5118007.93951584, 780281.5414950567 5118029.822520353, 780285.3805575322 5118046.186110654, 780287.3376555978 5118059.379642904, 780286.8586028579 5118065.959809478, 780279.9538283492 5118095.45901106, 780271.2386215045 5118116.169079392, 780260.4588614025 5118131.95280655, 780244.7522847899 5118157.007882458, 780237.4399719029 5118168.196346209, 780220.6141724905 5118188.802582506, 780212.1472284691 5118200.372445177, 780202.3082056082 5118212.848148537, 780199.0380471556 5118212.965745007)",274.445,m10,4,32.88142776489258,>20: impossible,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
4146683540,3452112693,0,200037518,,Via Chiaranda,unclassified,,"LINESTRING (780260.5930893666 5117973.798364012, 780264.1411599158 5117972.513368409, 780271.2808650078 5117970.513177886, 780293.0624340419 5117972.823598657, 780314.6339913913 5117977.863296515, 780342.1091377297 5117984.921206096, 780354.6261529878 5117990.86038704, 780369.6947694644 5117999.198732006, 780392.2659014657 5118012.99077621, 780409.0743547585 5118021.854207093, 780426.4565695411 5118031.53442724, 780443.8880256899 5118043.855570371, 780450.4902441575 5118052.073703878, 780461.4462306674 5118067.093302219, 780472.3620594637 5118083.157625958, 780474.2045197219 5118085.836075984)",252.51800000000006,m10,4,21.247220993041992,>20: impossible,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
4146683542,1263784993,0,200037518,,Via Chiaranda,unclassified,,"LINESTRING (781190.5811621431 5118374.251635957, 781189.0382340141 5118383.087613876, 781190.1200776529 5118391.877097652, 781188.9249683217 5118401.7310616085)",27.744,m10,4,17.489763259887695,10-20: extreme,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
4146683542,11219726654,0,200037518,,Via Chiaranda,unclassified,,"LINESTRING (781190.5811621431 5118374.251635957, 781195.3078929627 5118366.842189263, 781199.8267093876 5118361.93937527, 781206.347572841 5118358.252972215, 781224.0289025675 5118361.881607005, 781245.5393291179 5118376.97552778, 781286.0631807367 5118395.325326871, 781349.5059455878 5118407.357824607, 781405.9366817379 5118411.030379281, 781459.0090407577 5118431.049060629, 781503.0569416687 5118463.768771964)",343.457,m10,4,59.61235046386719,>20: impossible,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
